CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
sanxia,273928-130,15324-129,32,13.52,9.63,62,1984
sanxia,273928-130,15511-128,32,11.08,4.48,636,20352
sanxia,273928-130,124924-2,30,11.22,4.15,19576,587280
sanxia,273928-130,253940-2,28,12.89,6.58,16152,452256
sanxia,273928-130,15339-129,27,13.8,7.83,296,7992
sanxia,273928-130,253911-2,24,12.7,5.18,3538,84912
sanxia,273928-130,238379-0,22,13.35,5.65,258,5676
sanxia,273928-130,15483-128,21,14.18,6.47,90,1890
sanxia,273928-130,15121-130,19,12.3,3.69,526,9994
sanxia,273928-130,253932-0,19,15,6.74,60,1140
sanxia,273928-130,253924-1,17,15.4,6.58,110,1870
sanxia,273928-130,124683-1,15,13.23,4.11,1740,26100
sanxia,273928-130,253816-0,15,14.35,5.2,132,1980
sanxia,273928-130,273928-128,11,16.18,5.76,1250,13750
sanxia,273928-130,124687-2,8,16.86,5.72,396,3168
sanxia,273928-130,253911-0,7,17.69,5.95,190,1330
sanxia,273928-130,253907-0,6,16.67,4.97,644,3864
sanxia,273928-130,253928-1,5,18.54,5.77,182,910
sanxia,273928-130,253908-1,3,17.84,4.57,10356,31068
sanxia,273928-130,124915-1,1,12.5,1.55,330,330
sanxia,273928-130,253909-2,0,21.92,3.24,122,0
sanxia,273928-130,15310-129,0,18.7,1.78,100,0
sanxia,273928-130,15474-128,0,21.21,2.3,226,0
sanxia,273928-130,253893-1,0,21.61,4.3,184,0
sanxia,273929-128,259627-1,90,3.97,3.88,1190,107100
sanxia,273929-128,47469-2,71,6.21,5.08,26802,1902942
sanxia,273929-128,253949-1,64,6.83,5.89,2518,161152
sanxia,273929-128,273929-130,63,7.22,5.31,790,49770
sanxia,273929-128,47469-0,63,7.26,5.15,37607,2369241
sanxia,273929-128,124681-0,61,7.58,5.19,210,12810
sanxia,273929-128,259627-2,58,7.85,5.59,79298,4599284
sanxia,273929-128,15427-128,53,8.63,5.39,6636,351708
sanxia,273929-128,15516-128,52,8.78,5.79,198,10296
sanxia,273929-128,259584-3,49,9.1,7.69,16842,825258
sanxia,273929-128,15486-128,46,9.64,7.14,612,28152
sanxia,273929-128,15592-129,42,10.24,6.28,92,3864
sanxia,273929-128,259584-0,38,10.65,5.58,446,16948
sanxia,273929-128,15514-128,31,12.53,7.32,1918,59458
sanxia,273929-128,15516-129,21,14.09,6.19,562,11802
sanxia,273929-128,273933-129,20,13.21,5.1,66,1320
sanxia,273929-128,273929-129,13,14.8,5.09,4360,56680
sanxia,273929-128,253911-2,12,15.26,5.34,94,1128
sanxia,273929-128,253926-2,8,16.25,5.09,126,1008
sanxia,273929-128,124898-0,6,16.87,5.11,828,4968
sanxia,273929-128,15114-129,5,14.25,3.16,56,280
sanxia,273929-129,259761-1,92,5.71,2.39,42,3864
sanxia,273929-129,7199-128,91,2.75,4.76,24,2184
sanxia,273929-129,15116-129,78,4.81,5.31,32,2496
sanxia,273929-129,259782-1,69,6.17,5.63,106,7314
sanxia,273929-129,47469-2,53,8.44,6.57,18,954
sanxia,273929-129,253949-1,50,9.02,5.94,328,16400
sanxia,273929-129,253929-1,44,9.76,5.49,68,2992
sanxia,273929-129,124923-1,40,10.06,4.2,62,2480
sanxia,273929-129,273929-128,39,10.81,6.57,380,14820
sanxia,273929-129,15514-128,31,11.6,5.22,938,29078
sanxia,273929-129,124898-0,31,12.58,7.29,672,20832
sanxia,273929-129,259627-2,29,12.5,6.42,1288,37352
sanxia,273929-129,273929-130,26,12.71,5.76,7296,189696
sanxia,273929-129,259781-1,25,13.16,6.07,322,8050
sanxia,273929-129,15516-129,21,14.11,6.33,570,11970
sanxia,273929-129,259584-3,21,13.77,6.03,3838,80598
sanxia,273929-129,259682-1,17,16.21,7.67,38,646
sanxia,273929-129,15592-129,15,15.08,5.93,76,1140
sanxia,273929-129,15427-128,2,17.8,4.08,80,160
sanxia,273929-129,15579-130,1,19,4.34,20,20
sanxia,273929-130,253949-0,100,3.56,2.05,668,66800
sanxia,273929-130,253937-2,96,2.16,3.94,154,14784
sanxia,273929-130,5660-129,93,1.95,4.71,250,23250
sanxia,273929-130,15487-129,92,2.83,4.48,166,15272
sanxia,273929-130,253950-2,92,3.19,4.09,74,6808
sanxia,273929-130,253950-0,91,2.16,5,368,33488
sanxia,273929-130,259584-2,90,4.54,3.41,550,49500
sanxia,273929-130,253938-1,90,1.83,5.67,184,16560
sanxia,273929-130,15427-129,89,4.2,3.86,512,45568
sanxia,273929-130,253950-1,89,3.77,4.24,3338,297082
sanxia,273929-130,5660-128,87,3.74,4.66,274,23838
sanxia,273929-130,259682-2,86,3.82,4.72,338,29068
sanxia,273929-130,124681-0,86,5.48,3.29,3654,314244
sanxia,273929-130,259584-1,83,4.98,4.2,24942,2070186
sanxia,273929-130,15516-128,80,5.29,4.34,69051,5524080
sanxia,273929-130,15516-130,80,5.53,4.18,26551,2124080
sanxia,273929-130,15514-130,79,4.46,5.65,56,4424
sanxia,273929-130,253937-0,79,4.28,5.85,274,21646
sanxia,273929-130,253937-1,78,4.07,6.39,1064,82992
sanxia,273929-130,7199-128,78,5.12,4.93,1030,80340
sanxia,273929-130,15592-128,76,5.07,5.47,196,14896
sanxia,273929-130,47469-2,76,5.75,4.7,16545,1257420
sanxia,273929-130,253929-1,75,6.09,4.35,956,71700
sanxia,273929-130,15116-129,75,5.53,5.15,424,31800
sanxia,273929-130,5660-130,70,5.01,7.65,522,36540
sanxia,273929-130,15307-130,69,6.92,4.21,232,16008
sanxia,273929-130,259781-1,69,6.59,4.87,6060,418140
sanxia,273929-130,259584-0,69,6.31,5.32,29582,2041158
sanxia,273929-130,273929-128,66,7.16,4.37,16284,1074744
sanxia,273929-130,259782-1,65,6.86,5.51,2622,170430
sanxia,273929-130,124923-1,65,6.77,5.75,672,43680
sanxia,273929-130,15514-129,64,7.1,5.17,14381,920384
sanxia,273929-130,253949-2,62,7.35,5.34,2210,137020
sanxia,273929-130,259584-3,59,7.88,5.01,16046,946714
sanxia,273929-130,259781-2,58,7.74,6.36,122,7076
sanxia,273929-130,15516-129,58,7.7,6.06,8502,493116
sanxia,273929-130,253949-1,58,7.95,5.18,26877,1558866
sanxia,273929-130,15514-128,55,8.32,5.17,32568,1791240
sanxia,273929-130,124898-0,51,8.85,5.48,9794,499494
sanxia,273929-130,15115-129,47,9.44,6.43,544,25568
sanxia,273929-130,253915-1,45,9.71,5.74,584,26280
sanxia,273929-130,47469-0,44,9.62,4.45,14570,641080
sanxia,273929-130,259627-2,41,10.4,6.04,2836,116276
sanxia,273929-130,273929-129,41,10.19,5.34,4250,174250
sanxia,273929-130,259682-1,40,10.47,5.58,796,31840
sanxia,273929-130,15329-130,37,10.38,4.31,504,18648
sanxia,273929-130,15427-128,35,11.29,5.76,510,17850
sanxia,273929-130,15486-128,33,10.57,3.6,1646,54318
sanxia,273929-130,259598-2,31,12.38,6.92,128,3968
sanxia,273929-130,259598-1,27,12.15,5.22,284,7668
sanxia,273929-130,15114-130,22,11.31,3.03,78,1716
sanxia,273929-130,259627-1,19,13.33,4.87,60,1140
sanxia,273929-130,124675-0,4,17,4.65,162,648
sanxia,273929-130,253931-1,2,17.47,4.14,94,188
sanxia,273929-130,253811-1,1,21.42,5.12,80,80
sanxia,273933-128,273928-129,99,2.31,2.87,12370,1224630
sanxia,273933-128,238379-0,94,0.24,5.64,58,5452
sanxia,273933-128,253901-0,92,2.05,4.97,78,7176
sanxia,273933-128,124687-2,89,4.73,3.49,11094,987366
sanxia,273933-128,15290-128,88,4.85,3.54,92,8096
sanxia,273933-128,15513-128,82,3.77,5.62,452,37064
sanxia,273933-128,124685-0,80,3.08,7.11,158,12640
sanxia,273933-128,124687-0,80,5.99,3.65,1818,145440
sanxia,273933-128,47459-1,79,4.32,5.86,186,14694
sanxia,273933-128,124685-1,78,5.63,4.29,232,18096
sanxia,273933-128,273928-128,78,5.15,4.97,6068,473304
sanxia,273933-128,253798-1,75,4.66,6.48,170,12750
sanxia,273933-128,253819-1,70,4.91,7.99,68,4760
sanxia,273933-128,7200-128,69,6.14,5.67,56,3864
sanxia,273933-128,124687-1,63,7.15,5.71,966,60858
sanxia,273933-128,15336-129,60,7.25,6.77,88,5280
sanxia,273933-128,273933-129,40,10.44,5.98,6376,255040
sanxia,273933-128,15295-130,35,11.63,6.76,162,5670
sanxia,273933-128,15476-128,34,11.85,6.94,1054,35836
sanxia,273933-128,253911-0,33,12.65,8.2,200,6600
sanxia,273933-128,253789-2,32,11.59,5.66,194,6208
sanxia,273933-128,253917-2,28,12.37,5.81,6625,185500
sanxia,273933-128,124694-2,25,11.62,3.95,64,1600
sanxia,273933-128,273928-130,22,14.33,6.94,71905,1581910
sanxia,273933-128,15324-128,21,14.71,7.19,2864,60144
sanxia,273933-128,259595-2,18,14.2,5.73,164,2952
sanxia,273933-128,124711-1,16,12.66,3.68,118,1888
sanxia,273933-128,124683-1,16,15.61,6.64,1544,24704
sanxia,273933-128,5681-129,11,15.73,5.51,1812,19932
sanxia,273933-128,5681-128,9,16.72,5.89,242,2178
sanxia,273933-128,15511-128,9,16.87,6,174,1566
sanxia,273933-128,124683-0,8,16.59,5.4,9654,77232
sanxia,273933-128,259655-2,7,16.04,4.82,146,1022
sanxia,273933-128,253778-2,3,20.9,6.4,524,1572
sanxia,273933-128,5691-128,2,21.51,6.03,178,356
sanxia,273933-128,259595-0,1,18.79,3.92,68,68
sanxia,273933-129,15595-130,99,2,2.93,82,8118
sanxia,273933-129,124698-2,99,-8.55,7.71,196,19404
sanxia,273933-129,253794-1,98,3.17,2.81,70,6860
sanxia,273933-129,15472-128,98,2.07,3.45,1520,148960
sanxia,273933-129,253941-0,97,1.87,3.78,104,10088
sanxia,273933-129,15336-128,97,0.9,4.23,58,5626
sanxia,273933-129,259595-0,96,3.2,3.32,5758,552768
sanxia,273933-129,124674-0,96,2.6,3.7,2400,230400
sanxia,273933-129,253783-0,96,1.02,4.6,102,9792
sanxia,273933-129,7203-130,96,0.4,4.89,268,25728
sanxia,273933-129,15290-129,94,3.56,3.41,19232,1807808
sanxia,273933-129,124672-0,93,1.96,4.88,316,29388
sanxia,273933-129,259655-0,93,2.4,4.43,4832,449376
sanxia,273933-129,15429-129,92,3.23,4.05,3132,288144
sanxia,273933-129,47440-2,92,3.16,4.24,35901,3302892
sanxia,273933-129,15472-130,92,3.04,4.27,108,9936
sanxia,273933-129,15324-130,92,3.42,3.91,6138,564696
sanxia,273933-129,15582-128,92,2.64,4.49,17270,1588840
sanxia,273933-129,47446-2,92,3.04,4.16,528,48576
sanxia,273933-129,47433-1,91,3.03,4.38,188,17108
sanxia,273933-129,15582-129,90,2.71,4.9,136,12240
sanxia,273933-129,15562-128,89,4.36,3.79,244,21716
sanxia,273933-129,124672-1,89,4.15,3.88,244,21716
sanxia,273933-129,15471-129,86,2.38,6.03,130,11180
sanxia,273933-129,253820-2,84,4.39,4.65,122,10248
sanxia,273933-129,15583-129,82,4,5.46,108,8856
sanxia,273933-129,253797-2,81,4.27,5.35,66,5346
sanxia,273933-129,47441-1,80,5.07,4.65,518,41440
sanxia,273933-129,124683-2,79,5.32,4.62,26587,2100373
sanxia,273933-129,7203-128,79,4.38,5.69,2328,183912
sanxia,273933-129,253820-1,79,4.77,5.19,124,9796
sanxia,273933-129,5681-130,77,5.74,4.38,86,6622
sanxia,273933-129,15324-129,77,5.1,5.22,21665,1668205
sanxia,273933-129,7202-130,76,4.87,5.81,596,45296
sanxia,273933-129,15336-130,76,5.38,5.19,84,6384
sanxia,273933-129,15324-128,76,5.34,5.27,86538,6576888
sanxia,273933-129,5681-129,76,5.45,5.01,2070,157320
sanxia,273933-129,124674-1,76,5,5.67,394,29944
sanxia,273933-129,124813-0,75,5.47,5.13,1280,96000
sanxia,273933-129,15476-128,75,4.55,6.46,5498,412350
sanxia,273933-129,253896-0,75,5.83,4.79,58,4350
sanxia,273933-129,15336-129,74,5.32,5.74,54572,4038328
sanxia,273933-129,253917-2,74,5.6,5.22,4080,301920
sanxia,273933-129,15315-129,73,5.94,4.94,230,16790
sanxia,273933-129,253789-2,72,6.28,4.61,6696,482112
sanxia,273933-129,124711-2,72,5.97,5.17,282,20304
sanxia,273933-129,253934-2,72,6.34,4.47,918,66096
sanxia,273933-129,124815-1,71,5.47,6.4,86,6106
sanxia,273933-129,15297-128,65,7.08,5,22474,1460810
sanxia,273933-129,5681-128,64,7.22,4.79,266,17024
sanxia,273933-129,253780-1,64,7.69,3.69,52,3328
sanxia,273933-129,259778-0,63,7.68,3.99,80,5040
sanxia,273933-129,124687-1,62,7.05,6.43,420,26040
sanxia,273933-129,15121-130,60,7.65,5.53,68,4080
sanxia,273933-129,47440-1,58,7.59,7.12,5984,347072
sanxia,273933-129,124683-0,58,7.82,5.95,111110,6444380
sanxia,273933-129,259654-2,56,8.03,6.21,190,10640
sanxia,273933-129,15513-128,56,7.78,7.86,758,42448
sanxia,273933-129,47440-0,53,8.46,6.39,2196,116388
sanxia,273933-129,259595-2,53,8.51,6.84,3304,175112
sanxia,273933-129,253819-1,52,8.73,5.73,5902,306904
sanxia,273933-129,15511-128,43,10.01,6.16,260,11180
sanxia,273933-129,15297-130,42,9.81,4.09,1158,48636
sanxia,273933-129,15339-129,42,10.16,5.41,102,4284
sanxia,273933-129,273928-130,38,11.31,7.29,6202,235676
sanxia,273933-129,124683-1,34,11.7,6.43,1872,63648
sanxia,273933-129,253940-2,29,12.09,5.71,2678,77662
sanxia,273933-129,253796-2,23,13,5.42,56,1288
sanxia,273933-129,259655-2,22,13.55,5.97,524,11528
sanxia,273933-129,253906-1,16,14.92,6,80,1280
sanxia,273933-129,253931-2,13,15.69,6.05,148,1924
sanxia,273933-129,273933-128,13,17.87,7.97,9815,127595
sanxia,273933-129,253769-2,10,16.33,5.76,98,980
sanxia,273933-129,253785-2,7,16.5,4.97,96,672
sanxia,273933-129,15121-129,2,18.55,4.52,66,132
sanxia,273934-128,273934-129,69,5.89,6.19,14500,1000500
sanxia,273934-128,253906-1,53,8.57,5.97,14,742
sanxia,273934-128,15485-130,52,8.73,5.93,13708,712816
sanxia,273934-128,15319-129,50,9,0.73,30,1500
sanxia,273934-128,124684-1,47,9.7,8.37,20,940
sanxia,273934-128,273934-130,46,9.89,7.97,2220,102120
sanxia,273934-128,259594-1,37,11.14,6.7,3430,126910
sanxia,273934-128,253810-0,34,9.62,1.5,26,884
sanxia,273934-128,124684-0,33,11.86,6.45,5592,184536
sanxia,273934-128,15484-128,28,12.39,5.88,36,1008
sanxia,273934-128,124688-1,26,13.92,7.82,50,1300
sanxia,273934-128,236141-0,23,13.28,5.7,86,1978
sanxia,273934-128,259598-2,22,13.54,5.98,52,1144
sanxia,273934-128,259594-2,20,13.68,5.55,234,4680
sanxia,273934-128,253911-0,16,14.47,5.47,846,13536
sanxia,273934-128,124687-1,15,16.3,6.99,20,300
sanxia,273934-128,259712-1,2,18.14,4.49,14,28
sanxia,273934-128,124673-1,1,16.9,3.21,20,20
sanxia,273934-128,259772-2,1,18.67,4.37,104,104
sanxia,273934-128,253936-1,0,17.67,3.23,18,0
sanxia,273934-129,47439-1,89,-0.71,7.91,112,9968
sanxia,273934-129,259594-0,85,4.55,4.23,152,12920
sanxia,273934-129,273934-128,83,4.79,4.33,61999,5145917
sanxia,273934-129,7196-128,80,5.48,4.27,84,6720
sanxia,273934-129,7197-129,70,6.22,5.24,74,5180
sanxia,273934-129,273929-128,64,7.44,4.38,778,49792
sanxia,273934-129,259594-1,63,7.31,5.01,18620,1173060
sanxia,273934-129,15485-128,56,8,6.61,100,5600
sanxia,273934-129,15485-129,53,8.67,4.84,96330,5105490
sanxia,273934-129,253929-1,52,8.67,5.61,44286,2302872
sanxia,273934-129,124684-0,48,9.36,5.95,4572,219456
sanxia,273934-129,15487-130,48,9.34,7.63,122,5856
sanxia,273934-129,15485-130,47,9.52,6.2,48508,2279876
sanxia,273934-129,259594-2,44,9.95,6.2,27160,1195040
sanxia,273934-129,236141-0,40,10.39,5.3,82,3280
sanxia,273934-129,253771-2,39,10.35,5.03,3846,149994
sanxia,273934-129,15334-129,38,11.08,6.6,7410,281580
sanxia,273934-129,253792-1,36,11.21,5.95,7470,268920
sanxia,273934-129,253911-0,35,11.71,6.94,6158,215530
sanxia,273934-129,124687-1,33,12.1,7.09,58,1914
sanxia,273934-129,47439-2,31,11.87,5.65,2256,69936
sanxia,273934-129,124688-1,26,12.19,4.91,654,17004
sanxia,273934-129,124711-2,25,12.91,5.79,68,1700
sanxia,273934-129,259712-1,22,13.53,5.98,412,9064
sanxia,273934-129,15329-130,17,11.82,2.92,98,1666
sanxia,273934-129,124691-1,16,15.09,6.17,1770,28320
sanxia,273934-129,253924-2,14,13,3.68,92,1288
sanxia,273934-129,273934-130,10,15.98,5.5,3258,32580
sanxia,273934-129,259598-2,9,17.68,6.33,1840,16560
sanxia,273934-129,124684-1,1,20.3,4.65,1476,1476
sanxia,273934-130,124915-1,97,3.68,2.79,130,12610
sanxia,273934-130,15484-130,93,2.59,4.24,5056,470208
sanxia,273934-130,15484-129,88,2.56,5.49,9898,871024
sanxia,273934-130,273933-128,87,3.41,4.89,246,21402
sanxia,273934-130,124688-2,84,3.88,5.23,9222,774648
sanxia,273934-130,259658-1,84,3.66,5.27,912,76608
sanxia,273934-130,124685-2,84,3.35,5.6,98,8232
sanxia,273934-130,259712-2,83,4.92,4.28,1220,101260
sanxia,273934-130,259584-3,80,6.19,3.36,96,7680
sanxia,273934-130,124685-0,79,4.24,5.84,1134,89586
sanxia,273934-130,253893-1,77,5.4,4.78,328,25256
sanxia,273934-130,124684-2,76,5.27,5.21,21340,1621840
sanxia,273934-130,124684-0,74,5.72,5.19,40984,3032816
sanxia,273934-130,259712-1,74,5.04,6.25,11260,833240
sanxia,273934-130,253818-2,72,6.05,4.97,458,32976
sanxia,273934-130,15484-128,72,5.05,6.77,9066,652752
sanxia,273934-130,259772-2,68,6.59,5.02,964,65552
sanxia,273934-130,15334-129,66,6.38,6.55,2096,138336
sanxia,273934-130,259598-2,64,7.08,5.44,1332,85248
sanxia,273934-130,253906-0,62,7.63,4.34,956,59272
sanxia,273934-130,273934-128,62,7.43,5.24,22724,1408888
sanxia,273934-130,15329-128,59,8.31,2.89,270,15930
sanxia,273934-130,124687-1,54,8.31,6.51,2030,109620
sanxia,273934-130,124684-1,54,8.4,6.06,73418,3964572
sanxia,273934-130,259775-0,50,8.98,2.28,182,9100
sanxia,273934-130,253906-1,49,9.21,5.68,84,4116
sanxia,273934-130,253792-1,43,9.87,5.01,62,2666
sanxia,273934-130,273934-129,41,10.83,7.85,760,31160
sanxia,273934-130,253911-0,31,12.01,5.93,4328,134168
sanxia,273934-130,124915-0,31,12.87,7.59,126,3906
sanxia,273934-130,15485-130,28,13.15,7.17,3128,87584
sanxia,273934-130,253810-0,25,12.17,4.66,60,1500
sanxia,273934-130,259594-1,19,14.08,5.71,96,1824
sanxia,273934-130,259594-2,14,15.7,6.21,66,924
sanxia,273937-128,253792-1,100,1.25,0.83,8,800
sanxia,273937-128,254572-2,89,3.44,4.53,21357,1900773
sanxia,273937-128,253929-1,78,2.92,7.87,126,9828
sanxia,273937-128,15487-128,74,5.64,5.29,16737,1238538
sanxia,273937-128,15334-129,73,5.56,5.53,90,6570
sanxia,273937-128,11429-130,67,6.43,5.7,24852,1665084
sanxia,273937-128,246341-2,60,7.6,5.76,30,1800
sanxia,273937-128,11429-128,58,7.89,5.84,538,31204
sanxia,273937-128,124691-2,53,8.58,5.47,326,17278
sanxia,273937-128,253911-1,50,9,2.55,8,400
sanxia,273937-128,273937-129,47,9.47,5.96,23741,1115827
sanxia,273937-128,124689-1,44,9.95,5.86,4653,204732
sanxia,273937-128,124711-2,37,11.16,6.53,170,6290
sanxia,273937-128,236141-0,34,12.48,8.48,88,2992
sanxia,273937-128,47438-1,30,12,5.83,12,360
sanxia,273937-128,124689-3,25,12.92,5.89,1032,25800
sanxia,273937-128,15486-130,16,12.19,3.21,32,512
sanxia,273937-128,246706-0,5,16.25,4.44,8,40
sanxia,273937-128,253929-2,1,16.29,3.1,14,14
sanxia,273937-128,253910-0,0,29.1,3.81,40,0
sanxia,273937-129,259595-1,85,6.75,2.17,8,680
sanxia,273937-129,15114-129,80,7.04,2.31,46,3680
sanxia,273937-129,253949-2,73,8,1.63,6,438
sanxia,273937-129,253911-2,66,8.2,1.94,10,660
sanxia,273937-129,254572-2,62,7.25,5.55,32,1984
sanxia,273937-129,124689-3,58,7.71,6.18,9971,578318
sanxia,273937-129,253933-0,50,9,3.74,6,300
sanxia,273937-129,15334-129,47,9.5,7.14,20,940
sanxia,273937-129,11429-130,45,9.83,6.38,6564,295380
sanxia,273937-129,124689-0,44,9.57,3.65,42,1848
sanxia,273937-129,124677-0,44,9.8,5.31,40,1760
sanxia,273937-129,15487-128,42,10.24,6.45,12244,514248
sanxia,273937-129,124689-1,38,10.52,4.96,2298,87324
sanxia,273937-129,253929-1,30,14.14,9.88,14,420
sanxia,273937-129,273937-128,29,12.41,6.26,16510,478790
sanxia,273937-129,124924-1,23,11.86,3.87,14,322
sanxia,273937-129,47433-0,14,19.8,10.11,10,140
sanxia,273937-129,124691-2,14,14.85,5.5,314,4396
sanxia,273937-129,253786-0,6,17.6,5.57,10,60
sanxia,273937-129,124694-2,0,20.71,2.05,14,0
sanxia,274161-128,274161-130,98,2.89,2.82,37275,3652950
sanxia,274161-128,253914-2,93,3.72,3.59,198,18414
sanxia,274161-128,253941-0,91,4.65,3.3,952,86632
sanxia,274161-128,15513-129,88,3.91,4.25,127042,11179696
sanxia,274161-128,253894-1,86,4.63,4.07,55079,4736794
sanxia,274161-128,124712-2,83,5.15,4.01,309,25647
sanxia,274161-128,15113-130,83,4.56,4.67,16471,1367093
sanxia,274161-128,253928-2,82,4.94,4.51,278,22796
sanxia,274161-128,253916-2,82,4.7,4.69,34603,2837446
sanxia,274161-128,253903-2,81,5.26,4.3,184,14904
sanxia,274161-128,15301-129,80,4.84,4.93,11675,934000
sanxia,274161-128,253905-1,79,5.16,4.82,21476,1696604
sanxia,274161-128,253939-2,77,5.41,4.87,74,5698
sanxia,274161-128,5641-129,77,5.7,4.38,403,31031
sanxia,274161-128,15513-128,76,6.2,4.03,1535,116660
sanxia,274161-128,124712-0,74,6.14,4.37,2808,207792
sanxia,274161-128,15311-128,72,6.01,5.21,13584,978048
sanxia,274161-128,253906-1,71,6.21,4.98,1275,90525
sanxia,274161-128,259778-1,70,6.44,4.83,4085,285950
sanxia,274161-128,253917-2,70,5.8,6.17,647,45290
sanxia,274161-128,253893-0,70,6.15,5.31,5973,418110
sanxia,274161-128,253895-2,69,6.21,5.63,190,13110
sanxia,274161-128,5660-130,68,6.73,4.93,447,30396
sanxia,274161-128,253939-1,67,6.81,4.96,1099,73633
sanxia,274161-128,253931-2,66,6.7,5.43,2298,151668
sanxia,274161-128,253893-1,66,6.6,5.82,327,21582
sanxia,274161-128,7400-130,64,6.8,6.24,662,42368
sanxia,274161-128,15294-128,62,7.48,4.81,1624,100688
sanxia,274161-128,253904-1,61,7.37,6.04,935,57035
sanxia,274161-128,15322-130,61,7.54,5.46,3991,243451
sanxia,274161-128,253931-1,61,7.61,5.2,112,6832
sanxia,274161-128,15322-128,61,7.54,5.11,4218,257298
sanxia,274161-128,259775-2,58,8.25,3.86,1486,86188
sanxia,274161-128,253935-0,55,8.24,6.2,102,5610
sanxia,274161-128,15115-128,55,8.53,3.64,432,23760
sanxia,274161-128,15117-130,55,8.31,5.58,90,4950
sanxia,274161-128,253894-2,55,8.29,5.81,464,25520
sanxia,274161-128,274161-129,53,8.62,4.72,35143,1862579
sanxia,274161-128,253916-1,46,9.45,4.65,10170,467820
sanxia,274161-128,259598-2,45,9.85,6.29,287,12915
sanxia,274161-128,253936-2,44,10.1,7.63,60,2640
sanxia,274161-128,253929-0,44,9.82,5.17,440,19360
sanxia,274161-128,47433-0,40,11.42,9.58,62,2480
sanxia,274161-128,253800-2,39,10.3,4.57,94,3666
sanxia,274161-128,253922-1,39,9.85,2.98,82,3198
sanxia,274161-128,253783-1,38,11.65,9.01,68,2584
sanxia,274161-128,253907-2,37,10.53,4.78,99,3663
sanxia,274161-128,259655-2,35,10.26,3.38,78,2730
sanxia,274161-128,253937-1,33,10.69,3.74,58,1914
sanxia,274161-128,259768-0,33,11.72,6.16,534,17622
sanxia,274161-128,259682-2,32,10.97,4.17,119,3808
sanxia,274161-128,15578-128,31,10.42,2.81,55,1705
sanxia,274161-128,259654-2,29,12.47,6.14,64,1856
sanxia,274161-128,5662-128,28,10.34,2.35,100,2800
sanxia,274161-128,47440-1,27,10.86,3.02,142,3834
sanxia,274161-128,253818-1,26,11.61,4.08,66,1716
sanxia,274161-128,253906-2,26,13.93,7.77,1772,46072
sanxia,274161-128,7400-129,25,12.27,4.8,66,1650
sanxia,274161-128,253936-0,25,12.07,4.45,144,3600
sanxia,274161-128,253815-1,25,15.37,9.49,86,2150
sanxia,274161-128,259658-2,24,11.22,3.08,64,1536
sanxia,274161-128,124912-0,24,14.04,7.11,113,2712
sanxia,274161-128,253901-0,24,11.27,3.2,88,2112
sanxia,274161-128,253810-1,24,15.34,9.07,68,1632
sanxia,274161-128,15125-129,23,14.51,7.38,728,16744
sanxia,274161-128,259682-1,22,12.32,4.28,76,1672
sanxia,274161-128,253902-1,21,11.17,2.68,82,1722
sanxia,274161-128,253821-0,21,15.48,7.92,222,4662
sanxia,274161-128,15479-128,19,12.58,4.04,206,3914
sanxia,274161-128,15301-130,19,14.88,6.83,1352,25688
sanxia,274161-128,253818-0,19,11.38,2.73,58,1102
sanxia,274161-128,253903-0,18,15.85,7.46,2549,45882
sanxia,274161-128,253769-1,18,12.88,4.21,100,1800
sanxia,274161-128,253792-2,17,16.13,7.44,1518,25806
sanxia,274161-128,259768-1,16,13.08,4.08,102,1632
sanxia,274161-128,253792-0,16,11.83,2.84,106,1696
sanxia,274161-128,253904-0,16,13.04,4.13,152,2432
sanxia,274161-128,15117-129,14,12.3,3.01,94,1316
sanxia,274161-128,253767-2,8,11.88,2.01,80,640
sanxia,274161-128,259774-0,5,16.07,4.36,108,540
sanxia,274161-129,15113-130,90,4.5,3.5,4,360
sanxia,274161-129,124712-2,62,6.77,7.15,1198,74276
sanxia,274161-129,15301-129,60,6.8,8.35,457,27420
sanxia,274161-129,15513-129,58,7.09,9.06,13486,782188
sanxia,274161-129,274161-130,51,8.82,8.54,4729,241179
sanxia,274161-129,124818-1,51,8.83,6.16,162,8262
sanxia,274161-129,15322-130,45,9.81,6.91,588,26460
sanxia,274161-129,15322-128,43,10.13,6.7,276,11868
sanxia,274161-129,47443-0,42,11,10,4,168
sanxia,274161-129,253903-2,40,11.03,8.2,1539,61560
sanxia,274161-129,15294-130,38,11.67,8.39,24,912
sanxia,274161-129,15294-128,35,11.83,7.4,212,7420
sanxia,274161-129,259598-2,34,12.5,8.5,4,136
sanxia,274161-129,274161-128,23,13.56,6.09,15872,365056
sanxia,274161-129,7401-128,22,13.8,6.34,10,220
sanxia,274161-129,253906-2,3,19.33,5.44,6,18
sanxia,274161-129,15301-130,0,22,4.06,8,0
sanxia,274161-129,273933-128,0,22.5,2.69,12,0
sanxia,274161-129,253820-2,0,14.5,1.5,4,0
sanxia,274161-129,253913-2,0,28.5,0.5,4,0
sanxia,274161-130,253939-0,93,3.81,3.54,154,14322
sanxia,274161-130,259778-1,91,4.59,3.3,244,22204
sanxia,274161-130,253893-1,87,3.58,4.8,252,21924
sanxia,274161-130,5641-129,86,4.15,4.56,562,48332
sanxia,274161-130,274161-129,83,5.2,4.02,10749,892167
sanxia,274161-130,253916-1,79,6.43,3.16,83,6557
